CName,PIp,CIp,AngleCAntennaToPRadio (째),AnglePAntennaToCRadio (째),HDist (ft),VDist (ft),SpecialValueName,SpecialValue,PLocation,CLocation
2025-03-05,16:54:13,17,5.0,2.0,6.0,33.00,24-22:32:58,69,-68.0,-61.0,-60.0,-101.0,41.0,MCS 7 shortGI,MCS 15,29.00,1-00:14:33,0-07:58:02,7.0,-60.0,-57.0,-55.0,-98.0,43.0,MCS 15 short GI,261186,MCS 7 short GI,139958,0
2025-03-05,16:54:24,17,5.0,2.0,6.0,33.00,24-22:33:10,69,-67.0,-61.0,-60.0,-101.0,41.0,MCS 7 shortGI,MCS 15,29.00,1-00:14:45,0-07:58:13,7.0,-60.0,-59.0,-57.0,-100.0,43.0,MCS 15,261300,MCS 7 short GI,140040,0
2025-03-05,16:54:34,17,5.0,2.0,6.0,33.00,24-22:33:21,70,-68.0,-63.0,-62.0,-102.0,40.0,MCS 7 shortGI,MCS 15,29.00,1-00:14:54,0-07:58:25,7.0,-60.0,-61.0,-58.0,-101.0,43.0,MCS 15,261408,MCS 7 short GI,140106,0
2025-03-05,16:54:44,17,5.0,2.0,6.0,33.00,24-22:33:29,70,-68.0,-62.0,-61.0,-101.0,40.0,MCS 7 shortGI,MCS 15,29.00,1-00:15:06,0-07:58:37,7.0,-60.0,-58.0,-56.0,-101.0,45.0,MCS 15,261529,MCS 7 short GI,140169,0
2025-03-05,16:54:55,17,5.0,2.0,6.0,33.00,24-22:33:41,70,-67.0,-63.0,-62.0,-102.0,40.0,MCS 7 shortGI,MCS 14 shortGI,29.00,1-00:15:15,0-07:58:44,7.0,-60.0,-60.0,-57.0,-100.0,43.0,MCS 15,261616,MCS 7 short GI,140215,0
2025-03-05,16:55:05,17,5.0,2.0,6.0,33.00,24-22:33:53,69,-68.0,-62.0,-61.0,-102.0,41.0,MCS 7 shortGI,MCS 15,29.00,1-00:15:24,0-07:58:56,7.0,-59.0,-60.0,-57.0,-100.0,43.0,MCS 15,261733,MCS 7 short GI,140285,0
2025-03-05,16:55:16,17,5.0,2.0,6.0,33.00,24-22:34:00,70,-67.0,-63.0,-62.0,-102.0,40.0,MCS 7 shortGI,MCS 15,29.00,1-00:15:36,0-07:59:04,7.0,-60.0,-62.0,-58.0,-99.0,41.0,MCS 15 short GI,261823,MCS 7 short GI,140334,0
2025-03-05,16:55:26,17,5.0,2.0,6.0,33.00,24-22:34:12,70,-68.0,-63.0,-62.0,-102.0,40.0,MCS 7 shortGI,MCS 15,29.00,1-00:15:45,0-07:59:16,7.0,-60.0,-61.0,-58.0,-102.0,44.0,MCS 15,261967,MCS 7 short GI,140422,0
2025-03-05,16:55:36,17,5.0,2.0,6.0,33.00,24-22:34:24,70,-68.0,-64.0,-62.0,-102.0,40.0,MCS 7 shortGI,MCS 15,29.00,1-00:15:57,0-07:59:27,7.0,-60.0,-61.0,-57.0,-102.0,45.0,MCS 15,262087,MCS 7 short GI,140485,0
2025-03-05,16:55:47,17,5.0,2.0,6.0,33.00,24-22:34:32,70,-68.0,-64.0,-62.0,-102.0,40.0,MCS 7 shortGI,MCS 15,28.00,1-00:16:06,0-07:59:36,7.0,-61.0,-57.0,-56.0,-98.0,42.0,MCS 15,262176,MCS 7 short GI,140537,0
2025-03-05,16:55:57,17,5.0,2.0,6.0,33.00,24-22:34:43,69,-68.0,-66.0,-64.0,-102.0,38.0,MCS 7 shortGI,MCS 15,28.00,1-00:16:18,0-07:59:47,7.0,-59.0,-56.0,-54.0,-100.0,46.0,MCS 15,262284,MCS 7 short GI,140591,0
2025-03-05,16:56:07,17,5.0,2.0,6.0,33.00,24-22:34:55,69,-68.0,-66.0,-64.0,-102.0,38.0,MCS 7 shortGI,MCS 15,28.00,1-00:16:27,0-07:59:58,7.0,-60.0,-60.0,-57.0,-100.0,43.0,MCS 15,262417,MCS 7 short GI,140666,0
2025-03-05,16:56:18,17,5.0,2.0,6.0,33.00,24-22:35:03,70,-68.0,-65.0,-63.0,-102.0,39.0,MCS 7 shortGI,MCS 14 shortGI,28.00,1-00:16:39,0-08:00:06,7.0,-61.0,-60.0,-58.0,-100.0,42.0,MCS 15,262503,MCS 7 short GI,140714,0
2025-03-05,16:56:28,17,5.0,2.0,6.0,33.00,24-22:35:14,70,-69.0,-65.0,-64.0,-102.0,38.0,MCS 7 shortGI,MCS 15,28.00,1-00:16:48,0-08:00:18,7.0,-61.0,-59.0,-57.0,-99.0,42.0,MCS 15,262631,MCS 7 short GI,140793,0
2025-03-05,16:56:39,17,5.0,2.0,6.0,33.00,24-22:35:26,70,-69.0,-64.0,-63.0,-101.0,38.0,MCS 7 shortGI,MCS 15,28.00,1-00:17:00,0-08:00:29,7.0,-60.0,-60.0,-57.0,-100.0,43.0,MCS 15,262773,MCS 7 short GI,140862,0
2025-03-05,16:56:49,17,5.0,2.0,6.0,33.00,24-22:35:34,69,-68.0,-65.0,-63.0,-101.0,38.0,MCS 7 shortGI,MCS 15,28.00,1-00:17:09,0-08:00:38,7.0,-60.0,-62.0,-58.0,-101.0,43.0,MCS 15,262851,MCS 7 short GI,140908,0
2025-03-05,16:56:59,17,5.0,2.0,6.0,33.00,24-22:35:47,70,-67.0,-65.0,-63.0,-102.0,39.0,MCS 7 shortGI,MCS 15,28.00,1-00:17:18,0-08:00:50,7.0,-60.0,-60.0,-57.0,-100.0,43.0,MCS 15,262976,MCS 7 short GI,140976,0
2025-03-05,16:57:10,17,5.0,2.0,6.0,33.00,24-22:35:58,70,-68.0,-66.0,-64.0,-102.0,38.0,MCS 7 shortGI,MCS 15,28.00,1-00:17:30,0-08:01:02,7.0,-60.0,-60.0,-57.0,-100.0,43.0,MCS 15,263114,MCS 7 short GI,141056,0
2025-03-05,16:57:20,17,5.0,2.0,6.0,33.00,24-22:36:05,70,-69.0,-66.0,-64.0,-102.0,38.0,MCS 7 shortGI,MCS 15,28.00,1-00:17:39,0-08:01:09,7.0,-60.0,-60.0,-57.0,-99.0,42.0,MCS 15,263197,MCS 7 short GI,141108,0
2025-03-05,16:57:30,17,5.0,2.0,6.0,33.00,24-22:36:17,70,-68.0,-65.0,-63.0,-102.0,39.0,MCS 7 shortGI,MCS 15,28.00,1-00:17:51,0-08:01:21,7.0,-60.0,-57.0,-55.0,-98.0,43.0,MCS 15,263308,MCS 7 short GI,141170,0
2025-03-05,16:57:41,17,5.0,2.0,6.0,32.00,24-22:36:29,70,-69.0,-67.0,-65.0,-102.0,37.0,MCS 7 shortGI,MCS 15,28.00,1-00:18:00,0-08:01:32,7.0,-61.0,-59.0,-57.0,-99.0,42.0,MCS 15,263447,MCS 7 short GI,141247,0
2025-03-05,16:57:51,17,5.0,2.0,6.0,32.00,24-22:36:36,70,-68.0,-63.0,-62.0,-102.0,40.0,MCS 7 shortGI,MCS 15,28.00,1-00:18:12,0-08:01:40,7.0,-60.0,-60.0,-57.0,-99.0,42.0,MCS 15,263520,MCS 7 short GI,141292,0
2025-03-05,16:58:01,17,5.0,2.0,6.0,32.00,24-22:36:48,70,-68.0,-65.0,-63.0,-101.0,38.0,MCS 7 shortGI,MCS 15,28.00,1-00:18:21,0-08:01:52,7.0,-61.0,-59.0,-57.0,-98.0,41.0,MCS 15,263627,MCS 7 short GI,141353,0
2025-03-05,16:58:12,17,5.0,2.0,6.0,32.00,24-22:36:56,70,-68.0,-65.0,-63.0,-101.0,38.0,MCS 7 shortGI,MCS 15,28.00,1-00:18:33,0-08:02:04,7.0,-61.0,-59.0,-57.0,-100.0,43.0,MCS 15,263763,MCS 7 short GI,141419,0
2025-03-05,16:58:22,17,5.0,2.0,6.0,32.00,24-22:37:08,70,-68.0,-63.0,-62.0,-102.0,40.0,MCS 7 shortGI,MCS 15,28.00,1-00:18:42,0-08:02:12,7.0,-60.0,-60.0,-57.0,-101.0,44.0,MCS 15,263855,MCS 7 short GI,141478,0
2025-03-05,16:58:33,17,5.0,2.0,6.0,32.00,24-22:37:20,69,-68.0,-64.0,-62.0,-102.0,40.0,MCS 7 shortGI,MCS 15,28.00,1-00:18:51,0-08:02:23,7.0,-61.0,-61.0,-58.0,-101.0,43.0,MCS 15,263964,MCS 7 short GI,141545,0
2025-03-05,16:58:43,17,5.0,2.0,6.0,32.00,24-22:37:27,70,-68.0,-64.0,-63.0,-102.0,39.0,MCS 7 shortGI,MCS 15,28.00,1-00:19:03,0-08:02:35,7.0,-61.0,-59.0,-57.0,-101.0,44.0,MCS 15,264126,MCS 7 short GI,141626,0
2025-03-05,16:58:53,17,5.0,2.0,6.0,32.00,24-22:37:39,70,-67.0,-61.0,-60.0,-102.0,42.0,MCS 7 shortGI,MCS 15,28.00,1-00:19:12,0-08:02:42,7.0,-61.0,-61.0,-58.0,-102.0,44.0,MCS 15,264217,MCS 7 short GI,141683,0
2025-03-05,16:59:04,17,5.0,2.0,6.0,32.00,24-22:37:50,70,-67.0,-63.0,-61.0,-102.0,41.0,MCS 7 shortGI,MCS 15,28.00,1-00:19:24,0-08:02:54,7.0,-61.0,-58.0,-56.0,-100.0,44.0,MCS 15,264325,MCS 7 short GI,141749,0
2025-03-05,16:59:14,17,5.0,2.0,6.0,32.00,24-22:38:02,70,-68.0,-63.0,-62.0,-102.0,40.0,MCS 7 shortGI,MCS 15,28.00,1-00:19:33,0-08:03:06,7.0,-60.0,-60.0,-57.0,-100.0,43.0,MCS 15,264467,MCS 7 short GI,141827,0
2025-03-05,16:59:24,17,5.0,2.0,6.0,32.00,24-22:38:10,69,-68.0,-62.0,-61.0,-102.0,41.0,MCS 7 shortGI,MCS 14 shortGI,28.00,1-00:19:45,0-08:03:13,7.0,-60.0,-59.0,-57.0,-100.0,43.0,MCS 15,264567,MCS 7 short GI,141893,0
2025-03-05,16:59:35,17,5.0,2.0,6.0,32.00,24-22:38:21,70,-69.0,-64.0,-63.0,-102.0,39.0,MCS 7 shortGI,MCS 15,28.00,1-00:19:55,0-08:03:25,7.0,-61.0,-62.0,-58.0,-100.0,42.0,MCS 15,264678,MCS 7 short GI,141959,0
2025-03-05,16:59:45,17,5.0,2.0,6.0,32.00,24-22:38:33,70,-68.0,-64.0,-62.0,-103.0,41.0,MCS 7 shortGI,MCS 15,28.00,1-00:20:06,0-08:03:37,7.0,-60.0,-63.0,-58.0,-101.0,43.0,MCS 15,264813,MCS 7 short GI,142031,0
2025-03-05,16:59:56,17,5.0,2.0,6.0,32.00,24-22:38:41,70,-67.0,-66.0,-64.0,-103.0,39.0,MCS 7 shortGI,MCS 15,28.00,1-00:20:15,0-08:03:45,7.0,-60.0,-58.0,-56.0,-98.0,42.0,MCS 15 short GI,264900,MCS 7 short GI,142080,0
2025-03-05,17:00:06,17,5.0,2.0,6.0,32.00,24-22:38:53,70,-69.0,-65.0,-63.0,-102.0,39.0,MCS 7 shortGI,MCS 15,28.00,1-00:20:27,0-08:03:56,7.0,-60.0,-60.0,-57.0,-100.0,43.0,MCS 15,265030,MCS 7 short GI,142164,0
2025-03-05,17:00:16,17,5.0,2.0,6.0,32.00,24-22:39:01,69,-67.0,-64.0,-62.0,-102.0,40.0,MCS 7 shortGI,MCS 15,28.00,1-00:20:36,0-08:04:09,7.0,-60.0,-62.0,-58.0,-100.0,42.0,MCS 15,265177,MCS 7 short GI,142244,0
2025-03-05,17:00:27,17,5.0,2.0,6.0,32.00,24-22:39:13,70,-68.0,-64.0,-63.0,-102.0,39.0,MCS 7 shortGI,MCS 15,28.00,1-00:20:48,0-08:04:16,7.0,-61.0,-62.0,-58.0,-100.0,42.0,MCS 15,265276,MCS 7 short GI,142306,0
2025-03-05,17:00:37,17,5.0,2.0,6.0,32.00,24-22:39:24,70,-69.0,-64.0,-62.0,-100.0,38.0,MCS 7 shortGI,MCS 15,28.00,1-00:20:57,0-08:04:28,7.0,-60.0,-60.0,-57.0,-99.0,42.0,MCS 15,265402,MCS 7 short GI,142382,0
2025-03-05,17:00:47,17,5.0,2.0,6.0,32.00,24-22:39:32,70,-68.0,-62.0,-61.0,-100.0,39.0,MCS 7 shortGI,MCS 15,28.00,1-00:21:06,0-08:04:39,7.0,-60.0,-57.0,-55.0,-98.0,43.0,MCS 15 short GI,265549,MCS 7 short GI,142461,0
2025-03-05,17:00:58,17,5.0,2.0,6.0,32.00,24-22:39:44,69,-68.0,-65.0,-63.0,-101.0,38.0,MCS 7 shortGI,MCS 15,28.00,1-00:21:18,0-08:04:47,7.0,-61.0,-61.0,-58.0,-99.0,41.0,MCS 15,265631,MCS 7 short GI,142504,0
2025-03-05,17:01:08,17,5.0,2.0,6.0,32.00,24-22:39:55,70,-67.0,-63.0,-61.0,-100.0,39.0,MCS 7 shortGI,MCS 15,28.00,1-00:21:27,0-08:04:58,7.0,-60.0,-57.0,-55.0,-97.0,42.0,MCS 15,265763,MCS 7 short GI,142587,0
2025-03-05,17:01:18,17,5.0,2.0,6.0,32.00,24-22:40:06,70,-69.0,-62.0,-61.0,-100.0,39.0,MCS 7 shortGI,MCS 15,28.00,1-00:21:39,0-08:05:10,7.0,-60.0,-57.0,-55.0,-97.0,42.0,MCS 15,265910,MCS 7 short GI,142676,0
2025-03-05,17:01:29,17,5.0,2.0,6.0,32.00,24-22:40:14,70,-67.0,-64.0,-62.0,-101.0,39.0,MCS 7 shortGI,MCS 15,28.00,1-00:21:48,0-08:05:18,7.0,-60.0,-58.0,-56.0,-99.0,43.0,MCS 15,265989,MCS 7 short GI,142729,0
2025-03-05,17:01:39,17,5.0,2.0,6.0,32.00,24-22:40:26,70,-69.0,-64.0,-63.0,-101.0,38.0,MCS 7 shortGI,MCS 14,28.00,1-00:22:00,0-08:05:29,7.0,-60.0,-59.0,-57.0,-98.0,41.0,MCS 14,266088,MCS 7 short GI,142798,0
2025-03-05,17:01:50,17,5.0,2.0,6.0,32.00,24-22:40:38,70,-68.0,-64.0,-62.0,-101.0,39.0,MCS 7 shortGI,MCS 15,28.00,1-00:22:09,0-08:05:42,7.0,-60.0,-61.0,-57.0,-99.0,42.0,MCS 15,266209,MCS 7 short GI,142884,0
2025-03-05,17:02:00,17,5.0,2.0,6.0,32.00,24-22:40:45,70,-68.0,-61.0,-60.0,-100.0,40.0,MCS 7 shortGI,MCS 15,28.00,1-00:22:21,0-08:05:49,7.0,-61.0,-59.0,-57.0,-100.0,43.0,MCS 15,266279,MCS 7 short GI,142933,0
2025-03-05,17:02:10,17,5.0,2.0,6.0,32.00,24-22:40:57,70,-68.0,-62.0,-61.0,-101.0,40.0,MCS 7 shortGI,MCS 15,28.00,1-00:22:30,0-08:06:00,7.0,-61.0,-59.0,-57.0,-100.0,43.0,MCS 15,266405,MCS 7 short GI,143030,0
2025-03-05,17:02:21,17,5.0,2.0,6.0,32.00,24-22:41:05,70,-69.0,-64.0,-63.0,-102.0,39.0,MCS 7 shortGI,MCS 15,28.00,1-00:22:39,0-08:06:13,7.0,-60.0,-60.0,-57.0,-100.0,43.0,MCS 15,266545,MCS 7 short GI,143128,0
2025-03-05,17:02:31,17,5.0,2.0,6.0,32.00,24-22:41:17,70,-68.0,-63.0,-62.0,-102.0,40.0,MCS 7 shortGI,MCS 15,28.00,1-00:22:51,0-08:06:21,7.0,-59.0,-59.0,-56.0,-100.0,44.0,MCS 15,266615,MCS 7 short GI,143178,0
2025-03-05,17:02:41,17,5.0,2.0,6.0,32.00,24-22:41:28,69,-68.0,-64.0,-63.0,-102.0,39.0,MCS 7 shortGI,MCS 15,28.00,1-00:23:00,0-08:06:32,7.0,-60.0,-59.0,-57.0,-100.0,43.0,MCS 15,266712,MCS 7 short GI,143247,0
2025-03-05,17:02:52,17,5.0,2.0,6.0,32.00,24-22:41:40,70,-68.0,-65.0,-63.0,-102.0,39.0,MCS 7 shortGI,MCS 15,28.00,1-00:23:12,0-08:06:43,7.0,-60.0,-60.0,-57.0,-100.0,43.0,MCS 15,266836,MCS 7 short GI,143326,0
2025-03-05,17:03:02,17,5.0,2.0,6.0,32.00,24-22:41:48,70,-68.0,-65.0,-63.0,-102.0,39.0,MCS 7 shortGI,MCS 15,28.00,1-00:23:21,0-08:06:51,7.0,-60.0,-59.0,-56.0,-100.0,44.0,MCS 15,266915,MCS 7 short GI,143369,0
2025-03-05,17:03:12,17,5.0,2.0,6.0,32.00,24-22:41:59,70,-68.0,-63.0,-62.0,-101.0,39.0,MCS 7 shortGI,MCS 15,28.00,1-00:23:34,0-08:07:03,7.0,-60.0,-58.0,-56.0,-99.0,43.0,MCS 14 short GI,267044,MCS 7 short GI,143443,0
2025-03-05,17:03:23,17,5.0,2.0,6.0,32.00,24-22:42:11,70,-68.0,-63.0,-62.0,-101.0,39.0,MCS 7 shortGI,MCS 15,28.00,1-00:23:42,0-08:07:15,7.0,-60.0,-58.0,-56.0,-99.0,43.0,MCS 15,267177,MCS 7 short GI,143523,0
2025-03-05,17:03:33,17,5.0,2.0,6.0,32.00,24-22:42:19,70,-69.0,-63.0,-62.0,-101.0,39.0,MCS 7 shortGI,MCS 15,28.00,1-00:23:52,0-08:07:22,7.0,-60.0,-58.0,-56.0,-98.0,42.0,MCS 15,267253,MCS 7 short GI,143565,0
2025-03-05,17:03:43,17,5.0,2.0,6.0,32.00,24-22:42:31,70,-68.0,-63.0,-62.0,-102.0,40.0,MCS 7 shortGI,MCS 15,28.00,1-00:24:04,0-08:07:34,7.0,-61.0,-61.0,-58.0,-100.0,42.0,MCS 15,267383,MCS 7 short GI,143634,0
2025-03-05,17:03:54,17,5.0,2.0,6.0,32.00,24-22:42:39,70,-68.0,-64.0,-62.0,-102.0,40.0,MCS 7 shortGI,MCS 15,28.00,1-00:24:13,0-08:07:42,7.0,-60.0,-61.0,-58.0,-100.0,42.0,MCS 15,267465,MCS 7 short GI,143680,0
2025-03-05,17:04:04,17,5.0,2.0,6.0,32.00,24-22:42:50,70,-68.0,-63.0,-62.0,-102.0,40.0,MCS 7 shortGI,MCS 15,28.00,1-00:24:25,0-08:07:54,7.0,-60.0,-59.0,-56.0,-100.0,44.0,MCS 15,267577,MCS 7 short GI,143742,0
2025-03-05,17:04:14,17,5.0,2.0,6.0,32.00,24-22:43:02,70,-68.0,-63.0,-62.0,-101.0,39.0,MCS 7 shortGI,MCS 15,28.00,1-00:24:34,0-08:08:06,7.0,-60.0,-58.0,-56.0,-98.0,42.0,MCS 15,267711,MCS 7 short GI,143820,0
2025-03-05,17:04:25,17,5.0,2.0,6.0,32.00,24-22:43:10,70,-69.0,-65.0,-63.0,-102.0,39.0,MCS 7 shortGI,MCS 15,28.00,1-00:24:46,0-08:08:13,7.0,-60.0,-58.0,-56.0,-98.0,42.0,MCS 15,267807,MCS 7 short GI,143883,0
2025-03-05,17:04:35,17,5.0,2.0,6.0,32.00,24-22:43:21,70,-68.0,-65.0,-63.0,-102.0,39.0,MCS 7,MCS 15,28.00,1-00:24:55,0-08:08:25,7.0,-60.0,-57.0,-56.0,-98.0,42.0,MCS 15,267927,MCS 7 short GI,143947,0
2025-03-05,17:04:46,17,5.0,2.0,6.0,32.00,24-22:43:33,70,-68.0,-61.0,-60.0,-100.0,40.0,MCS 7 shortGI,MCS 15,28.00,1-00:25:07,0-08:08:36,7.0,-60.0,-60.0,-57.0,-100.0,43.0,MCS 15,268046,MCS 7 short GI,144003,0
2025-03-05,17:04:56,17,5.0,2.0,6.0,32.00,24-22:43:45,70,-68.0,-63.0,-62.0,-101.0,39.0,MCS 7 shortGI,MCS 15,28.00,1-00:25:16,0-08:08:48,7.0,-60.0,-56.0,-55.0,-99.0,44.0,MCS 15,268161,MCS 7 short GI,144061,0
2025-03-05,17:05:06,17,5.0,2.0,6.0,32.00,24-22:43:52,70,-69.0,-64.0,-63.0,-101.0,38.0,MCS 7 shortGI,MCS 15,28.00,1-00:25:28,0-08:08:55,7.0,-60.0,-60.0,-57.0,-99.0,42.0,MCS 15,268241,MCS 7 short GI,144100,0
2025-03-05,17:05:17,17,5.0,2.0,6.0,32.00,24-22:44:04,70,-69.0,-66.0,-65.0,-101.0,36.0,MCS 7 shortGI,MCS 15,28.00,1-00:25:37,0-08:09:08,7.0,-60.0,-60.0,-57.0,-99.0,42.0,MCS 15,268385,MCS 7 short GI,144185,0
2025-03-05,17:05:27,17,5.0,2.0,6.0,32.00,24-22:44:12,70,-68.0,-66.0,-64.0,-102.0,38.0,MCS 7 shortGI,MCS 15,28.00,1-00:25:46,0-08:09:16,7.0,-60.0,-60.0,-57.0,-100.0,43.0,MCS 15,268482,MCS 7 short GI,144253,0
2025-03-05,17:05:37,17,5.0,2.0,6.0,32.00,24-22:44:24,70,-68.0,-65.0,-63.0,-102.0,39.0,MCS 7 shortGI,MCS 15 shortGI,28.00,1-00:25:58,0-08:09:27,7.0,-60.0,-60.0,-57.0,-100.0,43.0,MCS 15,268606,MCS 7 short GI,144315,0
2025-03-05,17:05:48,17,5.0,2.0,6.0,32.00,24-22:44:36,70,-67.0,-64.0,-63.0,-101.0,38.0,MCS 7 shortGI,MCS 15,27.00,1-00:26:07,0-08:09:39,7.0,-60.0,-61.0,-58.0,-101.0,43.0,MCS 15,268730,MCS 7 short GI,144380,0
2025-03-05,17:05:58,17,5.0,2.0,6.0,32.00,24-22:44:43,70,-68.0,-61.0,-60.0,-100.0,40.0,MCS 7 shortGI,MCS 15,27.00,1-00:26:19,0-08:09:47,7.0,-60.0,-60.0,-57.0,-100.0,43.0,MCS 15,268799,MCS 7,144424,0
2025-03-05,17:06:08,17,5.0,2.0,6.0,32.00,24-22:44:54,70,-68.0,-63.0,-62.0,-101.0,39.0,MCS 7 shortGI,MCS 15,28.00,1-00:26:28,0-08:09:58,7.0,-60.0,-60.0,-57.0,-100.0,43.0,MCS 15,268916,MCS 7 short GI,144479,0
2025-03-05,17:06:19,17,5.0,2.0,6.0,32.00,24-22:45:07,70,-68.0,-64.0,-62.0,-101.0,39.0,MCS 7 shortGI,MCS 15,28.00,1-00:26:40,0-08:10:10,7.0,-60.0,-59.0,-57.0,-100.0,43.0,MCS 15,269050,MCS 7 short GI,144560,0
2025-03-05,17:06:29,17,5.0,2.0,6.0,32.00,24-22:45:15,70,-68.0,-63.0,-62.0,-101.0,39.0,MCS 7 shortGI,MCS 15,28.00,1-00:26:49,0-08:10:18,7.0,-62.0,-61.0,-58.0,-100.0,42.0,MCS 15,269108,MCS 7 short GI,144589,0
2025-03-05,17:06:39,17,5.0,2.0,6.0,32.00,24-22:45:25,70,-69.0,-65.0,-63.0,-100.0,37.0,MCS 7 shortGI,MCS 15,28.00,1-00:27:01,0-08:10:29,7.0,-61.0,-60.0,-57.0,-100.0,43.0,MCS 15,269202,MCS 7 short GI,144620,0
2025-03-05,17:06:50,17,5.0,2.0,6.0,32.00,24-22:45:37,70,-68.0,-61.0,-60.0,-100.0,40.0,MCS 7 shortGI,MCS 15,27.00,1-00:27:10,0-08:10:41,7.0,-61.0,-62.0,-58.0,-100.0,42.0,MCS 15,269293,MCS 7 short GI,144658,0
2025-03-05,17:07:00,17,5.0,2.0,6.0,32.00,24-22:45:49,70,-67.0,-64.0,-63.0,-101.0,38.0,MCS 7 shortGI,MCS 15,27.00,1-00:27:19,0-08:10:52,7.0,-60.0,-59.0,-57.0,-99.0,42.0,MCS 15,269381,MCS 7 short GI,144695,0
